base_type,type_,text,price
komputer-laptop,desktop-mini-pc,Komputer Rakitan Core i5 |Ram 8GB HDD 1TB SSD 120GB| PAKET FULLSET,Rp3.700.000
komputer-laptop,desktop-mini-pc,"HP All in One 27-ca1000d i7-12700T 16GB 512SSD MX450 27"" TOUCH W11+OHS",Rp21.199.000
komputer-laptop,desktop-mini-pc,Mac Mini M2 / Mac Mini M2 Pro,Rp11.375.000
komputer-laptop,desktop-mini-pc,All in One (AIO) PC HP EliteOne 800 G2 - i5 / RAM 8 / SSD / 23in FHD,Rp4.600.000
komputer-laptop,desktop-mini-pc,Dell 9020 usff mini pc kosongan,Rp900.000
komputer-laptop,desktop-mini-pc,PC inte Core i7 + ram 32Gb + SSD,Rp6.300.000
komputer-laptop,desktop-mini-pc,PC Rakitan Fulset Core i5-2400 Ram 8gb Hdd 500 LED 19 inch HDMI,Rp2.950.000
komputer-laptop,desktop-mini-pc,APPLE MAC MINI M2 RAM 8GB 16GB SSD 256GB 512GB RESMI BARU 2023,Rp10.799.000
komputer-laptop,desktop-mini-pc,"AIO PC HP Compaq 6000 Pro / Core 2 Duo / 4GB RAM / 320GB HDD / 21.5""",Rp2.600.000
komputer-laptop,desktop-mini-pc,Apple Mac Studio Display 2022 27 Inch 5K Nano Texture / Standard Glass,Rp31.399.000
komputer-laptop,desktop-mini-pc,Asrock DeskMini X300 Jupiter,Rp3.269.000
komputer-laptop,desktop-mini-pc,Dell Optiplex 3280 AIO Ci3 - 4GB - 1TB - Win 10,Rp4.599.000
komputer-laptop,desktop-mini-pc,"Asus AIO All In One V222FAK-BA341W1 (I3 10110U, 4GB, HDD 1TB, Win 11)",Rp6.815.000
komputer-laptop,desktop-mini-pc,PC Rakitan EnterKomputer Gaming E-Sports Guerra,Rp11.488.000
komputer-laptop,desktop-mini-pc,"PC Lenovo IC5 Core i5 12400 | 8GB | 512GB | 21.5"" LED | W11H + OHS",Rp11.199.000
komputer-laptop,desktop-mini-pc,Apple iMac M1 Chip 2021 256GB 24-inch 4.5K Retina display,Rp19.999.000
komputer-laptop,desktop-mini-pc,ASROCK X300 JUPITER - Socket AM4,Rp3.265.000
komputer-laptop,desktop-mini-pc,Apple Mac Studio 2022 M1 Max 32GB 512GB M1 Ultra 64GB 1TB 2TB 4TB 8TB,Rp34.999.000
